movieId,tagId,relevance
321,828,0.94825
321,412,0.93175
321,1062,0.8945
321,237,0.872
321,948,0.8715
321,402,0.86575
321,846,0.849
321,557,0.834
321,440,0.82825
321,273,0.801
321,798,0.71425
321,517,0.712
321,270,0.7005
321,809,0.68175
322,170,0.91475
322,1118,0.8915
322,806,0.88625
322,627,0.85725
322,465,0.85275
322,286,0.85125
322,850,0.83675
322,141,0.826
322,742,0.81425
322,289,0.8105
322,468,0.80575
322,258,0.7945
322,365,0.79325
322,302,0.7635
322,169,0.74625
322,554,0.734
322,646,0.71575
322,1051,0.715
322,323,0.71125
322,472,0.70875
322,403,0.70625
322,540,0.7035
322,553,0.70275
322,257,0.70125
322,514,0.6985
322,99,0.688
322,452,0.68775
322,446,0.682
322,1008,0.67875
322,220,0.6745
322,469,0.67025
324,426,0.9935
324,425,0.98875
324,384,0.96825
324,518,0.952
324,846,0.8975
324,385,0.8865
324,376,0.858
324,440,0.842
324,540,0.7985
324,37,0.7925
324,613,0.7515
324,967,0.72775
324,87,0.70925
324,602,0.6975
324,828,0.6765
324,1035,0.676
325,230,0.9235
325,1014,0.901
325,855,0.89475
325,455,0.89425
325,418,0.87025
325,1013,0.8695
325,1017,0.86925
325,968,0.834
325,417,0.808
325,978,0.802
325,503,0.79875
325,980,0.798
325,1071,0.79225
325,505,0.792
325,879,0.76525
325,427,0.73725
325,124,0.73475
325,770,0.7145
325,742,0.694
326,205,0.9815
326,851,0.974
326,237,0.9465
326,557,0.9135
326,1037,0.873
326,791,0.86525
326,122,0.852
326,675,0.82475
326,402,0.822
326,324,0.81225
326,800,0.793
326,798,0.792
326,753,0.79
326,270,0.77875
326,292,0.775
326,143,0.767
326,845,0.75975
326,496,0.7535
326,536,0.7375
326,936,0.7365
326,162,0.7345
326,191,0.73325
326,401,0.72875
326,972,0.72825
326,1035,0.722
326,742,0.71675
326,212,0.71225
326,376,0.71125
326,138,0.70425
326,640,0.69375
326,121,0.685
326,1091,0.674
327,108,0.996
327,23,0.99125
327,688,0.88425
327,232,0.86325
327,94,0.821
327,114,0.79425
327,234,0.792
327,911,0.75975
327,742,0.75875
327,982,0.748
327,255,0.73175
327,452,0.68125
327,415,0.68075
327,803,0.67025
328,294,0.979
328,522,0.96325
328,956,0.93275
328,94,0.90225
328,415,0.87725
328,458,0.86875
328,275,0.85575
328,920,0.808
328,146,0.8075
328,255,0.74325
328,145,0.7205
328,742,0.702
329,406,0.98425
329,942,0.98425
329,964,0.97925
329,943,0.97175
329,904,0.9485
329,887,0.9225
329,889,0.91625
329,396,0.89575
329,886,0.857
329,890,0.81375
329,111,0.79775
329,1028,0.774
329,951,0.74525
329,870,0.74025
329,742,0.7295
329,468,0.7245
329,538,0.71825
329,957,0.71525
329,132,0.694
329,292,0.6765
330,522,0.904
330,169,0.79375
330,1084,0.71475
330,742,0.6985
330,619,0.6885
331,645,0.91
331,314,0.887
331,135,0.876
331,78,0.82025
331,742,0.75775
331,629,0.7165
331,824,0.6765
331,747,0.6755
332,849,0.9875
332,742,0.83125
333,416,0.9905
333,230,0.9875
333,855,0.97625
333,455,0.9625
333,505,0.9505
333,879,0.94775
333,830,0.93375
333,417,0.93275
333,1071,0.92525
333,333,0.92125
333,332,0.87875
333,876,0.8315
333,980,0.82175
333,533,0.76425
333,926,0.75125
333,529,0.72325
333,469,0.71325
333,124,0.7065
333,464,0.698
333,854,0.6945
333,418,0.68325
333,170,0.6785
334,109,0.87525
334,270,0.8395
334,1008,0.8155
334,302,0.7285
334,705,0.6805
335,700,0.93825
335,498,0.88575
335,1051,0.82675
335,393,0.8065
335,981,0.799
335,128,0.76675
335,742,0.7085
335,240,0.703
335,351,0.6965
337,931,0.9835
337,335,0.96475
337,306,0.9545
337,758,0.94575
337,138,0.9295
337,465,0.91775
337,375,0.907
337,22,0.85125
337,645,0.836
337,829,0.803
337,742,0.7975
337,323,0.779
337,446,0.7705
337,167,0.74975
337,376,0.748
337,610,0.738
337,297,0.71275
337,1035,0.71275
337,640,0.7105
337,791,0.70675
337,497,0.695
337,364,0.68475
337,452,0.68375
337,747,0.681
337,235,0.6785
338,1087,0.99275
338,420,0.97825
338,1012,0.93575
338,19,0.81575
338,903,0.81125
338,887,0.80925
338,951,0.7655
338,886,0.75575
338,195,0.7405
338,625,0.736
338,555,0.72875
338,447,0.67825
338,100,0.6725
339,865,0.9985
339,864,0.9965
339,201,0.99075
339,1003,0.985
339,388,0.9675
339,614,0.96675
339,439,0.9605
339,387,0.954
339,450,0.94475
339,863,0.94425
339,490,0.89325
339,278,0.868
339,279,0.824
339,613,0.82325
339,497,0.81625
339,374,0.8115
339,299,0.8015
339,656,0.78275
339,464,0.7445
339,837,0.7175
339,603,0.685
340,1096,0.8645
340,546,0.86125
340,900,0.82275
340,323,0.7975
340,203,0.76625
340,1097,0.74825
340,870,0.718
340,172,0.7115
341,846,0.82325
341,742,0.76
341,1064,0.7295
341,768,0.72575
342,87,0.94175
342,412,0.91025
342,1062,0.89875
342,335,0.88925
342,88,0.8465
342,138,0.8135
342,829,0.8
342,640,0.73675
342,388,0.724
342,742,0.71575
342,326,0.7115
342,1102,0.699
342,791,0.67025
343,107,0.95
343,154,0.8845
343,1014,0.82075
343,22,0.8185
343,113,0.817
343,176,0.736
343,152,0.70225
343,742,0.691
343,374,0.68075
344,455,0.993
344,300,0.99
344,332,0.98975
344,230,0.98875
344,416,0.98825
344,505,0.96675
344,920,0.95925
344,979,0.93075
344,1071,0.92425
344,980,0.91475
344,417,0.897
344,919,0.89275
344,978,0.8765
344,272,0.85875
344,333,0.84375
344,418,0.81325
344,879,0.782
344,529,0.7595
344,742,0.74675
344,815,0.71175
344,926,0.70825
344,830,0.70625
344,265,0.6965
344,170,0.68775
344,533,0.68675
345,271,0.98075
345,1041,0.96425
345,828,0.9605
345,87,0.956
345,426,0.93775
345,425,0.91975
345,855,0.90675
345,440,0.9005
345,517,0.88725
345,518,0.84775
345,2,0.83975
345,854,0.8225
345,298,0.76075
345,931,0.7575
345,742,0.747
345,88,0.7345
345,967,0.7345
345,1104,0.6955
345,176,0.69475
346,862,0.99725
346,119,0.99075
346,687,0.99025
346,685,0.94075
346,135,0.88225
346,133,0.8
346,742,0.74075
346,452,0.70925
346,470,0.67
347,118,0.99425
347,733,0.97325
347,907,0.96275
347,846,0.96025
347,360,0.955
347,771,0.9255
347,731,0.921
347,801,0.9045
347,745,0.82675
347,610,0.80875
347,557,0.79675
347,629,0.775
347,613,0.756
347,911,0.74325
347,614,0.74125
347,909,0.73225
347,905,0.7275
347,240,0.69975
347,545,0.688
347,1073,0.68675
348,424,0.96275
348,759,0.94775
348,658,0.9305
348,423,0.92325
348,705,0.88425
348,1114,0.80125
348,704,0.79225
348,354,0.77175
348,622,0.75775
348,269,0.75575
348,1123,0.7545
348,465,0.75325
348,742,0.74975
348,467,0.72925
348,5,0.6945
348,1091,0.68075
348,79,0.67475
348,747,0.672
349,1031,1.0
349,251,0.99025
349,1020,0.98225
349,19,0.975
349,646,0.96925
349,107,0.967
349,447,0.93625
349,1025,0.907
349,896,0.90225
349,811,0.897
349,113,0.8915
349,798,0.88325
349,1119,0.853
349,22,0.85025
349,961,0.8125
349,195,0.798
349,211,0.798
349,258,0.7885
349,361,0.76175
349,1070,0.7565
349,867,0.752
349,445,0.75075
349,897,0.73675
349,128,0.72675
349,850,0.71875
349,20,0.7155
349,609,0.71525
349,154,0.71375
349,787,0.701
349,999,0.699
349,21,0.67975
350,598,0.9905
350,597,0.9895
350,1031,0.9455
350,1020,0.912
350,107,0.90525
350,22,0.86525
350,262,0.863
350,1025,0.85325
350,646,0.8035
350,999,0.78425
350,195,0.7775
350,867,0.76525
350,445,0.755
350,113,0.728
350,263,0.67775
351,556,0.99775
351,833,0.978
351,497,0.86975
351,204,0.84575
351,292,0.80475
351,1003,0.80125
351,374,0.78675
351,1035,0.746
351,742,0.70325
351,388,0.6705
352,335,0.7685
352,138,0.73125
352,742,0.69625
352,601,0.67175
353,288,0.998
353,459,0.99575
353,23,0.99425
353,108,0.98925
353,287,0.98625
353,1070,0.9765
353,1082,0.975
353,94,0.9535
353,285,0.94325
353,850,0.9355
353,710,0.9245
353,460,0.92025
353,982,0.91275
353,232,0.9075
353,1085,0.89625
353,292,0.8895
353,275,0.88925
353,276,0.887
353,114,0.874
353,19,0.8645
353,462,0.86025
353,987,0.854
353,255,0.85375
353,981,0.849
353,601,0.8475
353,452,0.847
353,742,0.84675
353,1084,0.84075
353,538,0.83825
353,990,0.82825
353,169,0.82375
353,389,0.823
353,1091,0.816
353,991,0.81475
353,469,0.776
353,20,0.769
353,989,0.76675
353,468,0.758
353,1090,0.756
353,614,0.753
353,464,0.74925
353,377,0.74675
353,910,0.74175
353,86,0.7415
353,138,0.7235
353,1083,0.71525
353,1092,0.715
353,471,0.706
353,67,0.7045
353,447,0.6965
354,106,0.992
354,133,0.9615
354,959,0.96025
354,135,0.88875
354,134,0.83175
354,742,0.7175
355,186,0.994
355,111,0.88175
355,374,0.84475
355,204,0.80925
355,742,0.793
355,19,0.699
355,904,0.67225
356,756,0.99475
356,600,0.969
356,299,0.966
356,536,0.96275
356,745,0.96
356,750,0.96
356,1065,0.956
356,761,0.9555
356,746,0.946
356,465,0.94425
356,1035,0.942
356,900,0.9375
356,549,0.9315
356,497,0.92675
356,306,0.922
356,509,0.9205
356,365,0.9165
356,445,0.91475
356,446,0.9115
356,138,0.90925
356,338,0.90775
356,519,0.9075
356,133,0.90175
356,387,0.8995
356,113,0.896
356,260,0.89225
356,388,0.88825
356,742,0.88275
356,691,0.8805
356,971,0.87975
356,452,0.87675
356,972,0.87575
356,348,0.87475
356,412,0.87125
356,613,0.865
356,508,0.86375
356,614,0.86175
356,203,0.85925
356,830,0.85675
356,323,0.8505
356,634,0.8485
356,548,0.846
356,717,0.8425
356,359,0.837
356,758,0.83575
356,324,0.83375
356,469,0.80875
356,646,0.80825
356,875,0.80625
356,752,0.7985
356,777,0.79325
356,936,0.7875
356,355,0.78525
356,504,0.78525
356,780,0.77925
356,490,0.77525
356,921,0.77375
356,951,0.76625
356,1011,0.76025
356,845,0.76
356,37,0.75925
356,206,0.7585
356,468,0.7545
356,872,0.748
356,188,0.74675
356,554,0.74675
356,791,0.7455
356,238,0.745
356,449,0.74025
356,1062,0.74025
356,277,0.739
356,29,0.7325
356,464,0.73225
356,453,0.72725
356,6,0.719
356,585,0.71875
356,1003,0.71475
356,22,0.70725
356,455,0.69775
356,950,0.6945
356,779,0.69125
356,179,0.69075
356,601,0.69
356,602,0.683
356,107,0.6805
356,19,0.67925
356,215,0.673
356,134,0.672
357,846,0.973
357,865,0.95775
357,864,0.94525
357,164,0.9345
357,165,0.931
357,201,0.91675
357,613,0.9125
357,1102,0.912
357,863,0.89375
357,1114,0.83975
357,614,0.8245
357,350,0.801
357,892,0.7915
357,608,0.76975
357,490,0.764
357,426,0.7545
357,230,0.75125
357,450,0.72075
357,742,0.714
357,1003,0.7075
357,439,0.7055
357,259,0.694
357,302,0.6715
357,412,0.6705
358,227,0.97975
358,898,0.95275
358,967,0.94825
358,835,0.91175
358,699,0.846
358,924,0.839
358,646,0.80575
358,936,0.804
358,809,0.773
358,833,0.764
358,452,0.735
358,838,0.71825
358,1070,0.681
358,445,0.6745
359,1068,0.67925
360,864,0.85525
360,865,0.8515
360,251,0.82975
360,807,0.75425
360,195,0.69175
360,450,0.6815
361,865,0.979
361,387,0.9775
361,388,0.97375
361,864,0.96725
361,1003,0.9065
361,115,0.896
361,472,0.89575
361,450,0.85525
361,863,0.85025
361,490,0.844
361,445,0.84
361,1047,0.8325
361,299,0.773
361,201,0.7655
361,614,0.7195
361,110,0.67925
362,584,0.9985
362,62,0.98375
362,29,0.972
362,61,0.91
362,1007,0.878
362,22,0.86375
362,63,0.8295
362,543,0.78775
362,310,0.78525
362,186,0.77
362,203,0.7665
362,445,0.74175
362,374,0.73975
362,932,0.73825
362,742,0.72625
362,107,0.725
362,1043,0.6735
362,64,0.671
363,434,0.96375
363,697,0.95375
363,315,0.94825
363,433,0.9365
363,68,0.89125
363,134,0.87375
363,270,0.8435
363,133,0.83475
363,696,0.82825
363,800,0.82675
363,798,0.8115
363,191,0.81125
363,78,0.802
363,79,0.80175
363,515,0.78325
363,818,0.78275
363,75,0.7745
363,733,0.7575
363,801,0.74725
363,1098,0.7115
363,253,0.69725
364,310,0.99075
364,64,0.9825
364,186,0.97075
364,604,0.97075
364,63,0.9705
364,62,0.968
364,204,0.9565
364,588,0.955
364,589,0.95125
364,203,0.94375
364,309,0.9105
364,1007,0.8845
364,374,0.85675
364,215,0.838
364,412,0.83125
364,464,0.8225
364,686,0.812
364,244,0.80975
364,445,0.8085
364,299,0.80375
364,34,0.79125
364,235,0.7855
364,469,0.78225
364,742,0.76425
364,971,0.76025
364,371,0.75325
364,414,0.73175
364,454,0.71925
364,646,0.71525
364,61,0.7075
364,584,0.69825
364,755,0.6845
364,1092,0.6795
364,497,0.67275
365,1091,0.939
365,1092,0.88475
365,601,0.858
365,971,0.85125
365,122,0.8285
365,972,0.8225
365,212,0.8175
365,742,0.71575
365,1073,0.6905
365,543,0.68575
366,522,0.92225
366,406,0.86925
366,927,0.83825
366,742,0.83625
366,671,0.7725
366,902,0.7315
366,904,0.682
367,455,0.984
367,230,0.971
367,987,0.94925
367,989,0.94775
367,951,0.944
367,108,0.9175
367,415,0.905
367,990,0.896
367,920,0.8705
367,919,0.83275
367,417,0.82975
367,49,0.82625
367,505,0.80275
367,988,0.79275
367,186,0.775
367,1071,0.77025
367,234,0.7655
367,244,0.75775
367,464,0.7535
367,469,0.74625
367,332,0.733
367,742,0.72075
367,414,0.6885
367,232,0.6865
367,355,0.681
368,111,0.96625
368,1107,0.95975
368,230,0.95725
368,415,0.9425
368,904,0.902
368,793,0.8225
368,248,0.78675
368,920,0.771
368,529,0.768
368,464,0.759
368,355,0.75775
368,19,0.755
368,1070,0.75375
368,742,0.74375
368,646,0.743
368,543,0.739
368,469,0.7265
368,481,0.708
368,195,0.70625
368,406,0.67775
369,1123,0.94125
369,135,0.906
369,134,0.871
369,705,0.8585
369,846,0.84975
369,354,0.84425
369,5,0.7945
369,465,0.7785
369,1073,0.778
369,742,0.753
369,328,0.73775
369,1124,0.6835
369,452,0.67275
370,770,0.985
370,230,0.98325
370,418,0.97575
370,958,0.9725
370,505,0.96775
370,416,0.89625
370,901,0.88575
370,795,0.88175
370,904,0.8445
370,451,0.8155
370,920,0.812
370,417,0.81025
370,919,0.79675
370,379,0.75625
370,528,0.75325
370,893,0.7345
370,926,0.7335
370,529,0.73
370,1071,0.7185
370,468,0.717
370,333,0.71625
370,406,0.70475
370,742,0.686
370,455,0.681
371,582,0.95625
371,768,0.89325
371,1118,0.88925
371,971,0.83975
371,324,0.81675
371,323,0.7835
371,972,0.73575
371,230,0.7115
371,173,0.6985
371,354,0.67725
372,925,0.9635
372,452,0.94225
372,94,0.878
372,602,0.87075
372,846,0.746
372,742,0.7435
372,227,0.738
372,735,0.68375
373,700,0.9945
373,1051,0.9675
373,512,0.93675
373,268,0.9315
373,472,0.9155
373,242,0.91275
373,443,0.904
373,712,0.88475
373,393,0.88275
373,1025,0.86625
373,682,0.818
373,269,0.814
373,789,0.81
373,711,0.7985
373,931,0.7935
373,999,0.77975
373,468,0.75325
373,897,0.75125
373,742,0.7465
373,258,0.74575
373,128,0.73925
373,469,0.73375
373,364,0.73125
373,554,0.72675
373,1020,0.72675
373,81,0.726
373,981,0.7185
373,1023,0.699
373,464,0.68875
373,1049,0.68625
373,1000,0.6845
374,588,0.9785
374,204,0.95325
374,589,0.878
374,374,0.85225
374,23,0.84075
374,203,0.834
374,414,0.83325
374,279,0.74225
374,742,0.72875
375,335,0.9295
375,323,0.786
375,742,0.7685
375,801,0.76775
375,324,0.712
375,144,0.70325
375,425,0.69925
375,374,0.689
375,376,0.673
375,468,0.6715
376,447,0.86225
376,525,0.845
376,19,0.8295
376,883,0.78625
376,374,0.78175
376,195,0.74425
376,867,0.71525
376,1020,0.7135
376,335,0.70975
376,1025,0.68975
376,121,0.677
377,447,0.9935
377,19,0.98975
377,20,0.98625
377,195,0.96325
377,1020,0.96225
377,382,0.95175
377,369,0.95
377,367,0.92175
377,999,0.92
377,132,0.91325
377,553,0.87325
377,1000,0.8485
377,867,0.8125
377,446,0.7785
377,1025,0.7785
377,646,0.77
377,951,0.7695
377,464,0.75225
377,1070,0.746
377,415,0.742
377,445,0.7415
377,742,0.71825
377,29,0.695
377,389,0.68675
377,609,0.6775
377,761,0.674
377,439,0.67175
378,865,0.9865
378,863,0.9605
378,864,0.939
378,614,0.932
378,230,0.82425
378,603,0.73
378,279,0.72825
378,278,0.72675
378,894,0.71575
378,299,0.70525
378,417,0.682
379,420,0.99
379,419,0.98825
379,1028,0.988
379,19,0.96325
379,447,0.96225
379,890,0.95175
379,886,0.9375
379,887,0.937
379,889,0.925
379,108,0.89275
379,788,0.8755
379,951,0.8715
379,389,0.811
379,132,0.8065
379,415,0.75225
379,742,0.73275
379,943,0.7075
379,195,0.70475
379,382,0.7045
379,396,0.70075
379,100,0.6985
379,20,0.68125
379,807,0.679
379,609,0.67775
380,74,0.99525
380,19,0.9925
380,447,0.95775
380,195,0.947
380,961,0.94525
380,230,0.917
380,955,0.9045
380,361,0.8805
380,1022,0.876
380,20,0.87175
380,1101,0.85425
380,951,0.83725
380,132,0.835
380,960,0.833
380,415,0.82675
380,920,0.762
380,389,0.73725
380,1070,0.72775
380,897,0.721
380,369,0.72075
380,355,0.72
380,646,0.71525
380,445,0.707
380,382,0.70525
380,672,0.697
380,896,0.68525
380,464,0.6845
380,742,0.67375
381,613,0.9745
381,614,0.93125
381,328,0.9045
381,42,0.90025
381,846,0.89275
381,864,0.8345
381,1035,0.81775
381,629,0.8155
381,25,0.76825
381,376,0.76075
381,323,0.7265
381,374,0.69925
382,1105,0.98475
382,1106,0.9825
382,522,0.96225
382,323,0.785
383,481,0.99025
383,1107,0.978
383,133,0.934
383,135,0.9255
383,749,0.854
383,508,0.8475
383,134,0.80425
383,370,0.7295
383,730,0.67175
383,602,0.67125
384,911,0.84125
384,1051,0.82575
384,801,0.74775
384,360,0.71375
384,356,0.70375
384,981,0.68725
384,742,0.674
385,425,0.933
385,518,0.846
385,610,0.8235
385,1064,0.794
386,842,0.82075
386,276,0.81
386,452,0.7625
386,742,0.7515
386,464,0.7085
387,19,0.92025
387,447,0.9
387,230,0.794
387,20,0.75575
387,389,0.74875
387,742,0.69
388,425,0.98775
388,828,0.94675
388,235,0.859
388,909,0.78725
388,26,0.78
388,236,0.775
388,907,0.7695
388,426,0.75325
388,518,0.72575
388,452,0.71925
388,742,0.69925
388,440,0.69075
389,270,0.80075
389,597,0.7905
389,1110,0.75775
389,472,0.754
390,275,0.968
390,276,0.9025
390,907,0.8885
390,185,0.8805
390,1084,0.876
390,1116,0.86075
390,911,0.8535
390,587,0.8245
390,474,0.8185
390,176,0.81475
390,298,0.795
390,1085,0.73675
390,801,0.71075
390,177,0.69575
390,169,0.6845
390,1089,0.67275
391,614,0.80175
392,969,0.99625
392,970,0.97025
392,1104,0.949
392,64,0.87625
392,742,0.8355
392,995,0.8315
392,62,0.76475
392,63,0.67875
393,112,0.99975
393,1075,0.9995
393,24,0.99925
393,1074,0.99875
393,245,0.9795
393,1077,0.97875
393,631,0.94825
393,19,0.9125
393,389,0.88225
393,390,0.88225
393,1076,0.86775
393,176,0.81475
393,742,0.778
393,807,0.7685
393,97,0.7455
393,100,0.7455
393,406,0.7445
393,707,0.7435
393,521,0.73825
393,108,0.7165
393,276,0.6925
393,177,0.688
394,289,0.93825
394,1084,0.90075
394,1085,0.8945
394,275,0.879
394,742,0.873
394,455,0.86525
394,286,0.84975
394,646,0.8455
394,220,0.8435
394,141,0.83775
394,658,0.8375
394,829,0.832
394,285,0.82825
394,424,0.82575
394,268,0.81825
394,169,0.812
394,1104,0.76325
394,823,0.76225
394,302,0.7395
394,981,0.73075
394,1051,0.73075
394,472,0.72925
394,168,0.72325
394,291,0.715
394,468,0.713
394,288,0.70675
394,423,0.70575
394,1108,0.703
394,465,0.70175
394,1045,0.6835
394,269,0.67725
394,452,0.67575
397,522,0.944
397,486,0.796
397,742,0.749
397,294,0.73725
397,927,0.68625
397,991,0.6705
398,124,0.79225
398,64,0.778
398,61,0.767
398,315,0.73725
398,412,0.70625
402,735,0.749
402,742,0.74
405,538,0.99775
405,406,0.987
405,451,0.96325
405,902,0.9575
405,901,0.95475
405,264,0.94325
405,646,0.87025
405,742,0.8325
405,1005,0.741
405,904,0.7315
406,425,0.951
406,540,0.92525
406,1073,0.87075
407,522,0.9725
407,956,0.9175
407,1104,0.90275
407,275,0.891
407,287,0.87475
407,547,0.846
407,267,0.833
407,22,0.773
407,742,0.75175
407,70,0.74975
407,468,0.7395
407,107,0.71575
407,276,0.6975
407,931,0.69375
408,614,0.82325
408,1047,0.82325
408,299,0.7945
408,464,0.771
408,959,0.7445
408,133,0.74325
408,1011,0.703
409,959,0.99075
409,116,0.98725
409,507,0.91275
409,702,0.77825
409,455,0.74125
409,646,0.73675
409,742,0.734
409,516,0.72525
409,445,0.71825
409,464,0.7075
409,503,0.6925
409,424,0.68725
410,176,0.97475
410,451,0.93525
410,902,0.92225
410,742,0.85075
410,901,0.73725
410,619,0.71875
410,374,0.71675
411,963,0.97175
411,418,0.8595
411,505,0.8295
411,742,0.7695
411,230,0.7205
411,1071,0.71275
411,967,0.69625
411,455,0.6915
411,265,0.67
412,259,0.97675
412,774,0.964
412,605,0.959
412,22,0.88275
412,10,0.86075
412,212,0.83825
412,122,0.83625
412,771,0.81725
412,1092,0.75975
412,1090,0.744
412,107,0.73825
412,21,0.7115
412,977,0.70525
412,192,0.703
412,634,0.69875
412,691,0.67
413,862,0.99175
413,230,0.96425
413,94,0.9415
413,836,0.88625
413,505,0.87475
413,687,0.848
413,684,0.842
413,533,0.794
413,417,0.79325
413,1071,0.745
413,276,0.74175
413,742,0.729
413,455,0.721
414,959,0.99775
414,116,0.95575
414,34,0.79525
414,646,0.79325
414,1053,0.7395
414,415,0.724
414,807,0.7035
415,902,0.9765
415,901,0.80775
415,230,0.76025
415,742,0.75175
416,1107,0.9595
416,1116,0.9545
416,742,0.708
417,303,0.97175
417,192,0.8655
417,302,0.842
417,1008,0.8325
417,323,0.8265
417,550,0.7895
417,846,0.7685
417,742,0.7545
417,270,0.73625
417,947,0.73275
418,527,0.8755
418,742,0.817
418,972,0.81075
418,192,0.7355
418,971,0.68475
419,111,0.9805
419,406,0.81475
419,742,0.806
419,879,0.78625
419,904,0.765
419,1019,0.7535
419,374,0.74925
419,333,0.71925
419,919,0.691
420,447,0.92175
420,19,0.91375
420,230,0.897
420,901,0.89325
420,451,0.86075
420,406,0.79725
420,902,0.76025
420,20,0.74975
420,195,0.73075
420,1070,0.724
420,264,0.7185
421,523,0.9955
421,54,0.9045
421,122,0.8665
421,121,0.8655
421,62,0.8525
421,215,0.7525
421,971,0.74225
421,107,0.72575
421,22,0.718
421,742,0.69225
421,203,0.683
421,61,0.67425
422,144,0.94875
422,903,0.925
422,1000,0.92225
422,1025,0.908
422,300,0.87175
422,999,0.8395
422,682,0.82375
422,689,0.81425
422,797,0.7855
422,730,0.755
422,911,0.748
422,1020,0.741
422,532,0.69675
422,823,0.685
422,742,0.67475
422,445,0.671
423,564,0.99575
423,19,0.973
423,157,0.968
423,563,0.94425
423,150,0.9295
423,447,0.916
423,850,0.89625
423,369,0.89225
423,1070,0.873
423,646,0.85125
423,20,0.81575
423,1025,0.8125
423,132,0.78
423,195,0.72925
423,562,0.7015
423,445,0.6915
423,742,0.684
423,553,0.67075
423,999,0.6705
424,959,0.99625
424,116,0.9765
424,227,0.9595
424,444,0.89075
424,742,0.71225
424,1023,0.707
424,646,0.67325
425,747,0.853
426,849,0.97375
426,45,0.829
426,43,0.7785
426,742,0.72825
426,731,0.682
426,951,0.67575
427,733,0.9905
427,731,0.9365
427,801,0.9355
427,360,0.9125
427,1104,0.8675
427,617,0.867
427,907,0.84625
427,76,0.82025
427,314,0.78725
427,732,0.76575
427,911,0.74925
427,139,0.73275
427,910,0.71825
427,742,0.7165
427,792,0.709
427,99,0.69325
427,1049,0.688
427,521,0.6875
427,652,0.68425
427,823,0.6775
428,741,0.999
428,622,0.99875
428,424,0.99625
428,423,0.99575
428,658,0.97925
428,235,0.97875
428,646,0.9575
428,469,0.93475
428,384,0.91075
428,268,0.87575
428,305,0.87275
428,833,0.86925
428,556,0.8685
428,465,0.86375
428,203,0.84725
428,972,0.84575
428,691,0.84425
428,7,0.84325
428,1062,0.83125
428,422,0.82825
428,445,0.825
428,236,0.8245
428,742,0.817
428,412,0.8115
428,464,0.79925
428,323,0.7945
428,452,0.79125
428,1085,0.78875
428,446,0.785
428,324,0.77225
428,1084,0.7635
428,385,0.748
428,971,0.74475
428,704,0.742
428,133,0.73525
428,258,0.72225
428,750,0.71325
428,468,0.711
428,717,0.70975
428,255,0.707
428,519,0.70275
428,867,0.699
428,845,0.6785
429,735,0.96175
429,770,0.83475
429,455,0.8295
429,566,0.798
429,742,0.78925
429,879,0.7745
429,230,0.77025
429,533,0.70675
429,18,0.70375
429,980,0.69225
429,1071,0.6755
429,1104,0.674
429,418,0.6715
430,1013,0.985
430,1014,0.90625
430,1017,0.89675
430,742,0.701
431,741,0.99875
431,423,0.99775
431,424,0.99575
431,622,0.9935
431,268,0.9875
431,658,0.9735
431,844,0.926
431,465,0.9125
431,981,0.90225
431,452,0.87475
431,365,0.87075
431,469,0.87025
431,691,0.8505
431,1085,0.8415
431,55,0.84025
431,269,0.838
431,814,0.83375
431,481,0.814
431,258,0.80825
431,646,0.80775
431,1084,0.80725
431,403,0.803
431,742,0.7985
431,302,0.79675
431,195,0.78125
431,634,0.7805
431,468,0.75025
431,512,0.74675
431,464,0.74375
431,323,0.7365
431,128,0.7305
431,1054,0.71875
431,601,0.7145
431,445,0.70525
431,553,0.69975
431,472,0.688
431,364,0.6855
431,972,0.684
431,482,0.6775
431,422,0.67475
431,597,0.673
431,331,0.67275
432,1044,0.993
432,451,0.98825
432,902,0.98725
432,901,0.97575
432,299,0.87925
432,264,0.838
432,742,0.8065
432,230,0.772
432,29,0.73
432,650,0.70975
432,1043,0.695
432,445,0.693
433,917,0.98125
433,230,0.90925
433,417,0.84275
433,742,0.77625
433,1071,0.7645
433,815,0.73275
433,505,0.716
433,642,0.713
433,879,0.67075
434,447,0.99425
434,19,0.987
434,20,0.982
434,369,0.901
434,12,0.86575
434,195,0.85675
434,673,0.802
434,609,0.7685
434,132,0.764
434,1070,0.73775
434,389,0.70225
434,29,0.7015
435,879,0.99125
435,43,0.98925
435,45,0.96775
435,230,0.95425
435,44,0.93625
435,455,0.8455
435,417,0.84375
435,886,0.785
435,887,0.78
435,396,0.76075
435,1071,0.75775
435,890,0.736
435,742,0.73125
436,360,0.97925
436,907,0.913
436,905,0.883
436,911,0.875
436,682,0.8385
436,801,0.83625
436,1025,0.809
436,727,0.78325
436,789,0.755
436,725,0.7505
436,689,0.7475
436,797,0.7415
436,728,0.73575
436,999,0.72875
436,1051,0.719
436,300,0.71175
436,1049,0.70525
436,742,0.70175
436,683,0.69925
436,821,0.6965
436,994,0.6835
437,195,0.95675
437,374,0.78375
437,879,0.7805
437,997,0.72375
437,230,0.68525
438,415,0.8205
438,705,0.80625
438,455,0.714
438,445,0.6865
438,1062,0.68025
439,570,0.936
439,602,0.86925
439,731,0.756
440,811,0.99775
440,896,0.98825
440,1119,0.985
440,800,0.984
440,798,0.968
440,252,0.9535
440,251,0.93525
440,230,0.918
440,388,0.911
440,603,0.875
440,387,0.842
440,258,0.82975
440,445,0.802
440,377,0.777
